"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT10"
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-08-08","6.26",,,"0.00",,,,,"82","62","  340","  340","12.1","17.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-08-09","9.84",,,"0.00",,,,,"74","55","  280","  300","17.0","25.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-08-10","8.05",,,"0.00",,,,,"76","52","  300","  300","17.0","25.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-08-11","5.14",,,"0.00",,,,,"78","52","  300","  280","16.1","23.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-08-12","2.91",,,"0.00",,,,,"79","55","  220","  220","8.1","13.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-08-13","4.03",,,"0.00",,,,,"82","60","   40","   40","12.1","16.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-08-14","5.37",,,"0.00",,,,,"83","61","  130","  120","8.9","15.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-08-15","5.59",,,"1.00",,,,,"81","67","  130","  130","14.1","19.9","    1","    1","    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-08-16","8.05",,,"0.53",,,,,"86","67","  330","  310","25.1","34.0","    1",,"    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-08-17","9.84",,,"0.00",,,,,"80","66","  280","  280","21.0","29.1","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-08-18","10.96",,,"0.00",,,,,"79","67","  320","  350","19.9","28.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-08-19","10.51",,,"0.00",,,,,"78","61","   20","   30","21.0","28.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-08-20","8.05",,,"0.00",,,,,"74","54","   50","   60","15.0","23.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-08-21","6.49",,,"0.00",,,,,"74","53","   70","   60","14.1","19.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-08-22","5.59",,,"0.00",,,,,"76","52","  120","  110","10.1","16.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-08-23","4.92",,,"0.00",,,,,"82","53","  100","  150","6.9","11.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-08-24","6.49",,,"0.00",,,,,"89","63","  180","  180","14.1","19.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-08-25","7.38",,,"0.00",,,,,"90","66","  180","  190","14.1","21.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-08-26","7.83",,,"0.00",,,,,"91","71","  190","  180","14.1","21.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-08-27","7.38",,,"0.17",,,,,"94","70","   20","   40","29.1","38.9","    1",,"    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-08-28","6.04",,,"0.81",,,,,"84","70","   60","   60","18.1","25.9","    1",,"    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-08-29","5.82",,,"0.00",,,,,"90","69","  120","  110","10.1","17.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-08-30","5.82",,,"1.71",,,,,"92","70","  310","  310","25.9","40.0","    1",,"    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-08-31","3.80",," 0910","0.05",,,,,"81","61","   10","  360","10.1","16.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-09-01","9.40",,,"0.00",,,,,"81","58","   10","   20","17.0","23.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-09-02","10.96",,,"0.00",,,,,"73","56","   60","   50","17.0","23.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-09-03","7.16",,,"0.00",,,,,"74","51","   90","   90","14.1","18.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-09-04","6.04",,,"0.00",,,,,"84","52","   90","   70","10.1","16.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-09-05","6.04",,,"0.00",,,,,"88","64","  220","  230","14.1","19.9","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-09-06","8.28",,,"0.01",,,,,"77","53","  330","  330","21.0","27.1","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-09-07","9.40",,,"0.00",,,,,"67","48","  360","  350","18.1","27.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-09-08","2.91",,,"0.00",,,,,"70","42","  280","  300","8.1","11.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-09-09","5.82",,,"0.00",,,,,"77","45","  280","  270","10.1","17.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-09-10","3.80",,,"0.00",,,,,"83","48","  190","  190","10.1","15.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-09-11","5.14",,,"0.00",,,,,"86","53","   50","   50","10.1","14.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-09-12","7.38",,,"0.00",,,,,"85","58","   90","   90","14.1","19.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-09-13","7.61",,,"0.00",,,,,"80","60","  110","  100","16.1","25.9","    1",,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-09-14","6.93",,,"0.00",,,,,"88","64","   90","  100","15.0","19.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-09-15","6.26",,,"0.00",,,,,"88","62","   70","   70","13.0","21.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-09-16","7.16",,,"0.00",,,,,"88","59","   80","  100","14.1","19.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-09-17","5.37",,,"0.00",,,,,"88","57","   50","   50","10.1","15.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-09-18","4.25",,,"0.00",,,,,"88","56","  360","  340","8.1","13.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-09-19","4.03",,,"0.00",,,,,"90","57","  210","  200","8.9","14.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-09-20","5.82",,,"0.08",,,,,"90","62","  210","  210","16.1","23.0","    1","    1","    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-09-21","3.58",,,"0.00",,,,,"91","58","  150","  120","12.1","18.1","    1","    1",,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-09-22","6.93",,,"0.37",,,,,"76","65","  230","  230","17.0","25.9","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-09-23","7.16",,,"0.20",,,,,"67","64","   60","   70","13.0","17.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-09-24","6.49",,,"1.69",,,,,"72","56","  330","  300","19.9","29.1","    1","    1","    1",,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-09-25","3.80",,,"0.00",,,,,"76","52","  320","  300","8.9","13.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-09-26","9.40",," 2025","0.00",,,,,"80","55","   30","   30","18.1","27.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-09-27","20.13",," 1915","0.26",,,,,"71","63","   10","  360","35.1","57.9","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-09-28","14.99",," 0004","0.00",,,,,"77","62","   30","   10","23.9","38.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-09-29","11.63",," 1904","0.00",,,,,"79","66","   20","   20","18.1","25.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-09-30","5.14",," 0005","0.00",,,,,"77","61","   30","   40","12.1","16.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-10-01","8.50",,,"0.00",,,,,"75","47","  340","  340","19.9","30.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-10-02","4.70",,,"0.00",,,,,"74","42","  210","  190","10.1","16.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-10-03","4.92",,,"0.00",,,,,"81","44","  160","  130","8.1","15.0","    1",,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-10-04","8.50",,,"0.03",,,,,"78","52","  350","  190","17.0","27.1",,,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-10-05","8.95",,,"0.00",,,,,"88","57","  190","  190","17.0","28.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-10-06","10.29",,,"0.00",,,,,"81","49","  280","  290","23.9","40.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-10-07","5.82",,,"0.00",,,,,"71","40","  320","  290","13.0","17.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-10-08","4.47",,,"0.00",,,,,"75","41","  310","  300","10.1","15.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-10-09","4.47",,,"0.00",,,,,"80","43","  260","  270","10.1","15.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-10-10","5.59",,,"0.00",,,,,"80","50","   70","   60","10.1","14.1",,,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-10-11","8.05",,,"0.00",,,,,"84","47","  220","  240","17.0","25.9",,,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-10-12","8.95",,,"0.00",,,,,"87","51","  200","  200","21.9","30.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-10-13","16.55",,,"0.00",,,,,"74","48","  290","  290","35.1","42.1","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-10-14","13.42",,,"0.00",,,,,"62","46","  330","  330","21.9","33.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-10-15","11.86",,,"0.01",,,,,"56","35","  350","  360","32.0","42.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-10-16","5.82",,,"0.00",,,,,"59","28","  330","  330","15.0","19.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-10-17","5.59",,,"0.00",,,,,"67","30","  200","  200","13.0","18.1",,,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-10-18","6.71",,,"0.00",,,,,"70","34","  170","  160","14.1","21.9",,,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-10-19","4.92",,,"0.00",,,,,"74","39","  190","  180","8.9","13.0",,,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-10-20","7.38",,,"0.00",,,,,"78","36","  240","  240","15.0","21.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-10-21","7.38",,,"0.00",,,,,"82","42","  200","  180","15.0","19.9",,,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-10-22","12.75",,,"0.05",,,,,"78","45","  190","  170","25.9","36.9",,,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-10-23","8.72",,,"0.00",,,,,"65","39","  320","  290","19.9","25.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-10-24","5.82",,,"0.00",,,,,"67","35","  140","  140","12.1","19.9","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-10-25","7.16",,,"0.30",,,,,"69","46","  290","  330","19.9","32.0","    1",,"    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-10-26","10.29",,,"0.00",,,,,"63","38","  360","   10","18.1","23.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-10-27","5.82",,,"0.00",,,,,"64","34","  210","  210","10.1","16.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-10-28","12.75",,,"0.00",,,,,"73","35","  170","  160","21.9","31.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-10-29","21.03",,,"0.00",,,,,"83","64","  190","  180","33.1","48.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-10-30","22.15",,,"0.00",,,,,"82","64","  200","  180","32.0","45.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-10-31","17.22",,,"0.32",,,,,"68","43","  180","  170","30.0","40.9","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-11-01","4.47",,,"0.00",,,,,"56","34","  310","  310","8.1","8.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-11-02","9.62",,,"0.00",,,,,"63","35","  100","  100","13.0","13.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-11-03","17.00",,,"0.04",,,,,"67","45","  150","  150","21.0","30.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-11-04",,,,"3.36",,,,,"68","63",,,,,"    1",,"    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-11-05",,,,"0.88",,,,,"67","57",,,,,"    1",,"    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-11-06","8.95",,,"0.00",,,,,"59","49","   10","   10","13.0","13.0","    1","    1",,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-11-07","7.61",,,"0.00",,,,,"59","41","  360","  340","13.0","18.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-11-08","4.92",,,"0.00",,,,,"61","36","  340","   70","12.1","15.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-11-09","10.74",,,"0.42",,,,,"56","44","  150","  150","17.0","23.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-11-10","12.30",,,"0.19",,,,,"67","42","  220","  220","31.1","40.9","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-11-11","12.75",,,"0.00",,,,,"63","39","  290","  290","21.9","29.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-11-12","11.18",,,"0.00",,,,,"50","34","   90","  110","17.0","23.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-11-13","14.76",,,"0.38",,,,,"57","38","  120","  160","21.9","28.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-11-14","12.75",,,"0.02",,,,,"54","47","  290","  290","25.1","30.0","    1",,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-11-15","6.49",,,"0.00",,,,,"54","37","  320","  320","13.0","16.1","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-11-16","10.29",,,"0.00",,,,,"53","40","  140","  130","17.0","23.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-11-17","7.61",,,"0.00",,,,,"60","40","  190","  190","17.0","21.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-11-18","12.30",,,"0.33",,,,,"63","54","  140","  150","25.9","40.9","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-11-19","15.88",,,"0.00",,,,,"66","43","  170","  190","30.0","42.1","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-11-20","14.54",,,"0.11",,,,,"52","38","  240","  240","30.0","38.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-11-21","22.82",,,"0.07",,,,,"39","31","  270","  270","35.1","48.1","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-11-22","14.54",,,"0.00",,,,,"45","37","  300","  290","21.0","28.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-11-23","8.05",,,"0.00",,,,,"40","34","  200","  200","14.1","18.1","    1",,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-11-24","11.41",,,"0.00",,,,,"59","34","  170","  180","18.1","25.9","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-11-25","14.76",,,"0.00",,,,,"59","33","  310","  320","28.0","36.9",,,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-11-26","8.50",,,"0.00",,,,,"42","25","  300","  300","18.1","23.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-11-27","6.04",,,"0.42",,,,,"44","33","  130","  140","13.0","16.1","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-11-28","14.32",,,"0.00",,,,,"38","29","  290","  280","23.9","32.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-11-29","14.32",,,"0.00",,,,,"30","16","  270","  270","25.1","31.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-11-30","10.74",,,"0.00",,,,,"30","13","  260","  250","18.1","23.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-12-01","8.95",,,"0.00",,,,,"30","14","  300","  290","16.1","23.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-12-02","9.17",," 1935","0.00",,,,,"25","11","  330","  340","19.9","23.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-12-03","12.30",," 1956","0.00",,,,,"25","10","  180","  190","23.0","29.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-12-04","19.69",," 1922","0.01",,,,,"43","19","  280","  270","38.9","50.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-12-05","15.43",," 0000","0.00",,,,,"25","10","  310","  310","33.1","44.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-12-06","9.17",," 1530","0.00",,,,,"34","8","  210","  200","18.1","23.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-12-07","12.30",," 1404","0.00",,,,,"50","16","  200","  200","23.0","29.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-12-08","14.99",," 1633","0.20",,,,,"59","37","  180","  190","23.0","30.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-12-09","9.17",," 0914","0.07",,,,,"54","37","  260","  260","19.9","25.1","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-12-10","11.18",," 1737","0.00",,,,,"41","25","  310","  300","18.1","23.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-12-11","15.21",," 1444","0.00",,,,,"35","16","  280","  280","31.1","42.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-12-12","9.17",," 0055","0.00",,,,,"18","12","  290","  290","23.9","30.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-12-13","13.65",," 0930","0.00",,,,,"29","14","   70","   60","18.1","23.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-12-14","14.32",," 2123","0.38",,,,,"42","23","  110","  120","21.9","28.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-12-15","8.28",," 0105","0.03",,,,,"47","34","  150","  150","16.1","21.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-12-16","13.20",," 1519","0.02",,,,,"60","37","  270","  260","25.9","35.1",,"    1",,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-12-17","7.16",," 1132","0.00",,,,,"50","31","  310","  310","16.1","19.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-12-18","12.08",," 1337","0.01",,,,,"42","28","  310","  300","21.0","27.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-12-19","9.84",," 1944","0.01",,,,,"38","23","  170","  170","19.9","25.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-12-20","19.24",," 0323","0.00",,,,,"38","23","  280","  290","28.0","36.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-12-21","6.93",," 0249","0.00",,,,,"32","18","   10","  350","15.0","19.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-12-22","11.41",," 2142","0.00",,,,,"38","17","  150","  160","21.0","28.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-12-23","14.09",," 0834","0.00",,,,,"45","31","  200","  180","23.0","30.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-12-24","7.16",," 2346","0.00",,,,,"42","28","   60","   60","13.0","15.0","    1",,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-12-25","7.83",," 0009","0.04",,,,,"45","37","   70","   60","12.1","15.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-12-26","9.62",," 1309","0.02",,,,,"51","43","  150","  150","17.0","21.9","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-12-27","14.32",," 2113","0.12",,,,,"53","45","  220","  220","21.9","30.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-12-28","8.50",," 0216","0.05",,,,,"58","44","  230","  220","18.1","27.1","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-12-29","14.54",," 1045","1.46",,,,,"51","44","   10","  360","25.9","36.9","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-12-30","9.17",," 1918","0.11",,,,,"48","35","   70","   70","19.9","25.9","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2024-12-31","19.24",," 1123","0.31",,,,,"47","33","  330","  330","32.0","44.1","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2025-01-01","16.55",," 1040","0.00",,,,,"36","27","  280","  280","30.0","38.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2025-01-02","6.71",," 2358","0.02",,,,,"41","22","  320","  330","21.9","30.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2025-01-03","17.00",," 0528","0.00",,,,,"30","16","  280","  310","25.1","34.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2025-01-04","8.72",," 1202","0.00",,,,,"25","12","  300","  290","14.1","19.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2025-01-05","12.97",," 2019","0.00",,,,,"24","20","   40","   30","28.0","36.9","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2025-01-06","16.55",," 0121","0.00",,,,,"29","22","  360","   30","28.0","36.9","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2025-01-07","9.84",," 0109","0.00",,,,,"26","12","  350","  350","18.1","21.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2025-01-08","7.61",," 1430","0.00",,,,,"24","4","  260","  250","14.1","17.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2025-01-09","7.16",," 1325","0.00",,,,,"22","-2","  190","  200","16.1","21.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2025-01-10","10.74",," 1236","0.00",,,,,"28","18","  180","  190","15.0","19.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2025-01-11","10.51",," 2318","0.00",,,,,"28","19","  170","  160","21.0","25.9","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2025-01-12","14.32",," 1605","0.00",,,,,"36","16","  200","  270","23.0","27.1","    1",,,,,,,,
